value,valueLabel,valueDescription,ct,valueAltLabel,sampleitem,sampleitemLabel
http://www.wikidata.org/entity/Q955944,Franco-Ontarian,ethnic group,2,,http://www.wikidata.org/entity/Q3185037,Joseph Groulx
http://www.wikidata.org/entity/Q962760,Trinovantes,,2,Trinovantes / Trinobantes,http://www.wikidata.org/entity/Q715547,Mandubracius
http://www.wikidata.org/entity/Q975894,Lugbara people,ethnic group,2,,http://www.wikidata.org/entity/Q1036,Uganda
http://www.wikidata.org/entity/Q983179,demographics of Nepal,Wikimedia list article,2,"Nepalese people, people of Nepal, population of Nepal",http://www.wikidata.org/entity/Q3522396,Anuradha Koirala
http://www.wikidata.org/entity/Q10090,Hindu,adherent of Hinduism,2,followers of Hinduism,http://www.wikidata.org/entity/Q4701819,Akshaykumar Kale
http://www.wikidata.org/entity/Q15124,South Tyrol,autonomous province of Italy,2,"Alto Adige, autonomous province of Bolzano, Autonomous Province of Bolzano – South Tyrol, autonomous province of Bolzano-Bozen, autonomous province of Bozen, Autonomous Province of Bozen/Bolzano – South Tyrol, Bolzano, Bolzano province, Bozen province, province of Bolzano-Bozen, Provincia autonoma di Bolzano, provincia di Bolzano, South Tirol, Südtirol",http://www.wikidata.org/entity/Q3948168,Sandra Robatscher
http://www.wikidata.org/entity/Q17161,Etruscan civilization,civilization of ancient Italy,2,,http://www.wikidata.org/entity/Q2467695,Lausus
http://www.wikidata.org/entity/Q26774,Shoshone people,Native American tribe,2,"Shoshoni, Shoshone, Shoshoni, Shoshones",http://www.wikidata.org/entity/Q1045013,Carrie Dann
http://www.wikidata.org/entity/Q28573,Inca,empire in pre-Columbian America,2,Inca Empire,http://www.wikidata.org/entity/Q6138957,Tarco Huamán
http://www.wikidata.org/entity/Q32897,Banu Thaqif,Wikimedia list article,2,,http://www.wikidata.org/entity/Q141317,Al-Mukhtar
http://www.wikidata.org/entity/Q34191,Yaqui,Native American language of the Uto-Aztecan family,2,Yaqui language,http://www.wikidata.org/entity/Q18420349,Rick Mora
http://www.wikidata.org/entity/Q36411,Shipibo-Conibo people,ethnic group,2,,http://www.wikidata.org/entity/Q4068966,Guillermo Arévalo Valera
http://www.wikidata.org/entity/Q46713,Saraiki people,ethnic group,2,,http://www.wikidata.org/entity/Q843,Pakistan
http://www.wikidata.org/entity/Q47140,Brahmin,"varna (class) in Hinduism, one of four castes",2,Brahmins,http://www.wikidata.org/entity/Q13181120,Jagadish Ghimire
http://www.wikidata.org/entity/Q47805,Cossack,group of predominantly East Slavic people,2,Cossacks,http://www.wikidata.org/entity/Q247399,Alyona
http://www.wikidata.org/entity/Q58843,Tuareg people,Berber people of the Sahara desert with a nomadic pastoralist lifestyle,2,"Blue people, Kel Tamasheq, Touareg, Tuaregs, Twareg",http://www.wikidata.org/entity/Q16864539,Haroune Ag Saïd
http://www.wikidata.org/entity/Q766,Jamaica,country in the Caribbean,2,"JA, Commonwealth of Jamaica, Jamdung, jm, 🇯🇲",http://www.wikidata.org/entity/Q28217328,Kara Springer
http://www.wikidata.org/entity/Q7913,Romanian,Romance language,2,"ro, Romanian language",http://www.wikidata.org/entity/Q12728121,Fane Spoitoru
http://www.wikidata.org/entity/Q8798,Ukrainian,member of the East Slavic subgroup of the Slavic languages,2,"uk, Ukrainian language, Українська, Українська мова",http://www.wikidata.org/entity/Q12094275,Ganul Valentin Leonidovich
http://www.wikidata.org/entity/Q9067,Hungarian,language spoken in and around Hungary,2,"hu, Magyar, Hungarian language",http://www.wikidata.org/entity/Q1913813,Maxim Berghianu
t255335616,t255335616,,1,,http://www.wikidata.org/entity/Q3072300,Fimafeng
t833561821,t833561821,,1,,http://www.wikidata.org/entity/Q1396283,Fárbauti
t977397420,t977397420,,1,,http://www.wikidata.org/entity/Q4233718,anonymous
t997451095,t997451095,,1,,http://www.wikidata.org/entity/Q21203,Aruba
t1003114056,t1003114056,,1,,http://www.wikidata.org/entity/Q739,Colombia
t1003157505,t1003157505,,1,,http://www.wikidata.org/entity/Q222,Albania
t1004696309,t1004696309,,1,,http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q142,France,republic with mainland in Europe and numerous oversea territories,1,"FR, fr, La France, 🇫🇷, French Republic, Republic of France, République française",http://www.wikidata.org/entity/Q31338782,Noelle Théard
http://www.wikidata.org/entity/Q184,Belarus,country in Eastern Europe,1,"by, 🇧🇾, Republic of Belarus, White Russia, White Ruthenia, Byeloruss",http://www.wikidata.org/entity/Q47906469,Q47906469
http://www.wikidata.org/entity/Q212,Ukraine,sovereign state in Eastern Europe,1,"ua, UA, 🇺🇦, UKR, Ukrainia",http://www.wikidata.org/entity/Q15408390,Dmytro Pidruchnyi
http://www.wikidata.org/entity/Q22,Scotland,"country in Northwest Europe, part of the United Kingdom",1,"Scottish, Alba, SCT, Caledonia, Scots, Scot, Scotland, United Kingdom",http://www.wikidata.org/entity/Q7816956,Tom Morton
http://www.wikidata.org/entity/Q223,Greenland,autonomous country within the Kingdom of Denmark,1,"gl, 🇬🇱",http://www.wikidata.org/entity/Q6372447,Karla Jessen Williamson
http://www.wikidata.org/entity/Q227,Azerbaijan,republic in Western Asia and Eastern Europe,1,"az, 🇦🇿, Republic of Azerbaijan",http://www.wikidata.org/entity/Q2997661,Huseyn Javid
http://www.wikidata.org/entity/Q30,United States of America,federal republic in North America,1,"America, US, U.S., USA, United States, the States, the US, U.S.A., 🇺🇸, the United States, the United States of America",http://www.wikidata.org/entity/Q5799,Allyson Felix
http://www.wikidata.org/entity/Q41,Greece,republic in Southern Europe,1,"Hellas, gr, 🇬🇷, Hellenic Republic, Greek Republic",http://www.wikidata.org/entity/Q25050986,Leonidas Mantonakis
http://www.wikidata.org/entity/Q1003839,Fremen,fictional ethnic group,1,,http://www.wikidata.org/entity/Q33501787,Harah
http://www.wikidata.org/entity/Q1007723,Gallaeci,"large Celtic tribal federation who inhabited Gallaecia, the north-western corner of Iberia",1,,http://www.wikidata.org/entity/Q18627900,Cohors VI Callaecorum Lucensium
http://www.wikidata.org/entity/Q1010028,Bunurong people,ethnic group,1,,http://www.wikidata.org/entity/Q1200351,Derrimut
http://www.wikidata.org/entity/Q1017280,Arab diaspora,ethnic group,1,,http://www.wikidata.org/entity/Q42047400,Ahmad al-Wasli Samarqandi
http://www.wikidata.org/entity/Q10290517,Talysh people,,1,,http://www.wikidata.org/entity/Q227,Azerbaijan
http://www.wikidata.org/entity/Q104444,Amish,group of traditionalist Christian church fellowships,1,,http://www.wikidata.org/entity/Q28047763,Aaron and Abner Zook
http://www.wikidata.org/entity/Q1048883,Senones,gallic people,1,,http://www.wikidata.org/entity/Q314911,Brennus
http://www.wikidata.org/entity/Q1050285,Silvan Elves,Elvish race from J. R. R. Tolkien's legendarium,1,,http://www.wikidata.org/entity/Q15921178,Mithrellas
http://www.wikidata.org/entity/Q1053996,Central Saint Martins,"public tertiary art school in London, England",1,"CSM, Central Saint Martins College of Arts and Design, Central St Martin's College of Art and Design",http://www.wikidata.org/entity/Q7279289,Rachel Khoo
http://www.wikidata.org/entity/Q1055319,Meskhetian Turks,ethnic group,1,Meschetští Turci,http://www.wikidata.org/entity/Q559228,Taner Akçam
http://www.wikidata.org/entity/Q1056744,Italian Argentines,Argentine citizens of Italian descent,1,Italian Argentine,http://www.wikidata.org/entity/Q450675,Francis
http://www.wikidata.org/entity/Q1060050,Afro-Russian,ethnic group,1,,http://www.wikidata.org/entity/Q4495402,Yelena Khanga
http://www.wikidata.org/entity/Q1060646,South Asian ethnic groups,,1,,http://www.wikidata.org/entity/Q1731326,Shyamji Krishna Varma
http://www.wikidata.org/entity/Q1062748,Shakya,former country in present day India and Nepal,1,,http://www.wikidata.org/entity/Q9441,Gautama Buddha
http://www.wikidata.org/entity/Q1065583,Potawatomi,Native American peoples,1,,http://www.wikidata.org/entity/Q18716001,Minnie Evans
http://www.wikidata.org/entity/Q1068096,Chinese community in India,ethnic group,1,,http://www.wikidata.org/entity/Q448040,Jwala Gutta
http://www.wikidata.org/entity/Q1072137,Chichimeca,ethnic group,1,,http://www.wikidata.org/entity/Q775502,Chimalpahin
http://www.wikidata.org/entity/Q1072155,Chickahominy people,ethnic group,1,,http://www.wikidata.org/entity/Q4793502,May Edward Chinn
http://www.wikidata.org/entity/Q1074730,Chiricahua,band of Apache Native Americans,1,Mimbreno,http://www.wikidata.org/entity/Q1068244,Chato
http://www.wikidata.org/entity/Q10752909,Falmari,Elvish race from J. R. R. Tolkien's legendarium,1,,http://www.wikidata.org/entity/Q2345120,Olwë
http://www.wikidata.org/entity/Q1076166,Drúedain,Human race from J. R. R. Tolkien's legendarium,1,Druedain,http://www.wikidata.org/entity/Q3761852,Ghân-buri-Ghân
http://www.wikidata.org/entity/Q1079446,Demographics of Syria,,1,,http://www.wikidata.org/entity/Q16514933,Q16514933
http://www.wikidata.org/entity/Q10800511,Vietnamese Canadian,,1,,http://www.wikidata.org/entity/Q1041384,Christy Chung
http://www.wikidata.org/entity/Q10800567,Vietnamese Australian,,1,,http://www.wikidata.org/entity/Q49572841,Huong Truong
http://www.wikidata.org/entity/Q108356,Sabines,ancient Italic tribe,1,Sabine,http://www.wikidata.org/entity/Q1402198,Hersilia
http://www.wikidata.org/entity/Q109073,Old Prussians,historical ethnical group,1,,http://www.wikidata.org/entity/Q1341037,Prussian mythology
http://www.wikidata.org/entity/Q1092654,Yellowknives,Aboriginal peoples of Canada,1,Copper Indians,http://www.wikidata.org/entity/Q415320,Akaitcho
http://www.wikidata.org/entity/Q1099047,Tembé people,ethnic group of Brazil,1,Tembe people,http://www.wikidata.org/entity/Q18281003,Tembé Indigenous Territory
http://www.wikidata.org/entity/Q11039713,Hari caste,,1,,http://www.wikidata.org/entity/Q27979008,Veeru Kohli
http://www.wikidata.org/entity/Q1109328,Q1109328,animal from a work of fiction,1,,http://www.wikidata.org/entity/Q2584129,Puddleglum
http://www.wikidata.org/entity/Q1111240,Chamar,ethnic group,1,,http://www.wikidata.org/entity/Q837,Nepal
http://www.wikidata.org/entity/Q1116691,Keraites,Former Turco-Mongol tribal confederation in Mongolia,1,,http://www.wikidata.org/entity/Q874322,Ilqa Senggüm
http://www.wikidata.org/entity/Q1117020,Kurds in Turkey,ethnic group,1,,http://www.wikidata.org/entity/Q25476922,Hülya Oran
http://www.wikidata.org/entity/Q1117594,Q1117594,,1,,http://www.wikidata.org/entity/Q6053272,Orontes
http://www.wikidata.org/entity/Q1124032,Fur people,ethnic group,1,,http://www.wikidata.org/entity/Q1049,Sudan
http://www.wikidata.org/entity/Q1124812,ghost in the Harry Potter universe,disembodied spirits of deceased characters in the Harry Potter universe,1,,http://www.wikidata.org/entity/Q2087138,ghost of Hogwarts
http://www.wikidata.org/entity/Q11271251,Korean nationality,,1,,http://www.wikidata.org/entity/Q1051455,Kiko Mizuhara
http://www.wikidata.org/entity/Q11284510,Khoja,,1,,http://www.wikidata.org/entity/Q23302253,Mitthibai Jinnahbhai
http://www.wikidata.org/entity/Q1129467,Converso,Jewish-descended community in Spain,1,,http://www.wikidata.org/entity/Q1382696,John of Seville
http://www.wikidata.org/entity/Q1131768,Valencian people,ethnic group,1,,http://www.wikidata.org/entity/Q50245240,Merxe Banyuls
http://www.wikidata.org/entity/Q11334570,Black Indians in the United States,People of African-American descent with Native American ancestry,1,African-Native American,http://www.wikidata.org/entity/Q29786614,Afua Richardson
http://www.wikidata.org/entity/Q1144461,Japanese Brazilian,ethnic group,1,,http://www.wikidata.org/entity/Q11295200,Carlos Toshiki
http://www.wikidata.org/entity/Q1144501,Gwich'in people,ethnic group,1,,http://www.wikidata.org/entity/Q292175,Velma Wallis
http://www.wikidata.org/entity/Q1154688,Andalusian,Wikimedia disambiguation page,1,,http://www.wikidata.org/entity/Q43697,Jean Reno
http://www.wikidata.org/entity/Q1157179,Dagaaba people,ethnic group,1,Dagara,http://www.wikidata.org/entity/Q28600073,Sobonfu Somé
http://www.wikidata.org/entity/Q1157592,Daylamites,,1,Dailamites,http://www.wikidata.org/entity/Q404118,Kiya Buzrug Ummid
http://www.wikidata.org/entity/Q116203,Murle people,Murlen single Murle people,1,,http://www.wikidata.org/entity/Q6779106,Mary Boyoi
http://www.wikidata.org/entity/Q1165171,Iraqi Turkmens,ethnic kin of the Turks and the third largest ethnic group in Iraq,1,"Iraqi Turkmans, Iraqi Turks, Turcomans, Turkomens, Turks of Iraq",http://www.wikidata.org/entity/Q35371179,Q35371179
http://www.wikidata.org/entity/Q117255,Hopi people,ethnic group,1,,http://www.wikidata.org/entity/Q16187306,Phillip Sekaquaptewa
http://www.wikidata.org/entity/Q1180117,Musulamii,confederation of Berber-speaking Gaetulian tribes,1,,http://www.wikidata.org/entity/Q18627903,Cohors I Musulamiorum
http://www.wikidata.org/entity/Q118281,Kannada people,ethnic group,1,,http://www.wikidata.org/entity/Q32481,Sendhil Ramamurthy
http://www.wikidata.org/entity/Q11858947,South Sami people,,1,,http://www.wikidata.org/entity/Q19364282,Lars Olsen
http://www.wikidata.org/entity/Q1189494,Malaysian Indian,ethnic group,1,,http://www.wikidata.org/entity/Q833,Malaysia
http://www.wikidata.org/entity/Q1189854,Lebanese Venezuelan,ethnic group,1,,http://www.wikidata.org/entity/Q717,Venezuela
http://www.wikidata.org/entity/Q1192069,Sidama people,ethnic group,1,,http://www.wikidata.org/entity/Q115,Ethiopia
http://www.wikidata.org/entity/Q11934031,Lucenses,Indo-European people living in the north-western part of the Iberian Peninsula,1,,http://www.wikidata.org/entity/Q5390299,Cohors III Lucensium
http://www.wikidata.org/entity/Q1193617,Hoa people,ethnic group,1,,http://www.wikidata.org/entity/Q881,Vietnam
http://www.wikidata.org/entity/Q1194596,Yadav,Maithili citizens of Australoid-Dravidian descent,1,"Indian people, Nepalese people",http://www.wikidata.org/entity/Q837,Nepal
http://www.wikidata.org/entity/Q12014472,Khuzestan Arabs,,1,,http://www.wikidata.org/entity/Q10854140,Q10854140
http://www.wikidata.org/entity/Q120601,Omaha people,Native American tribe,1,Omahas,http://www.wikidata.org/entity/Q2009201,Susan La Flesche Picotte
http://www.wikidata.org/entity/Q120684,Tupí people,ethnic group,1,"Tupi, Tupi people",http://www.wikidata.org/entity/Q4784282,Araribóia
http://www.wikidata.org/entity/Q1217927,Dutch Burghers,people,1,,http://www.wikidata.org/entity/Q271031,Danielle de Niese
http://www.wikidata.org/entity/Q12179603,Lebanese Australian,,1,,http://www.wikidata.org/entity/Q6771738,Marlene Kairouz
http://www.wikidata.org/entity/Q12180107,Kurds in Iraq,,1,Iraqi Kurds,http://www.wikidata.org/entity/Q796,Iraq
http://www.wikidata.org/entity/Q1219693,Jaga,Wikipedia disambiguation page,1,,http://www.wikidata.org/entity/Q16873138,Mussasa
http://www.wikidata.org/entity/Q122263,Russian,Wikimedia disambiguation page,1,,http://www.wikidata.org/entity/Q26921517,Q26921517
http://www.wikidata.org/entity/Q12231011,Palestinians in Syria,,1,,http://www.wikidata.org/entity/Q982696,Bassel Khartabil
http://www.wikidata.org/entity/Q1224336,olcades,ethnic group,1,,http://www.wikidata.org/entity/Q17057710,Q17057710
http://www.wikidata.org/entity/Q1226906,Jola people,ethnic group,1,,http://www.wikidata.org/entity/Q3481056,Seni Awa Camara
http://www.wikidata.org/entity/Q1235705,Tiv people,ethnic group,1,,http://www.wikidata.org/entity/Q1033,Nigeria
http://www.wikidata.org/entity/Q1246479,Kyrgyz,Wikipedia disambiguation page,1,,http://www.wikidata.org/entity/Q16239646,Id Mirab
http://www.wikidata.org/entity/Q1255534,Nair,,1,Nayar,http://www.wikidata.org/entity/Q7119822,PNC Menon
http://www.wikidata.org/entity/Q1256681,Arikara people,ethnic group,1,,http://www.wikidata.org/entity/Q53733347,Too Né
http://www.wikidata.org/entity/Q1256820,Coast Miwok,tribe of Native American people,1,,http://www.wikidata.org/entity/Q5440682,Federated Indians of Graton Rancheria
http://www.wikidata.org/entity/Q1258854,Brahui people,ethnic group,1,,http://www.wikidata.org/entity/Q889,Afghanistan
http://www.wikidata.org/entity/Q1261144,Khasi people,ethnic group,1,,http://www.wikidata.org/entity/Q7809265,Tirot Sing
http://www.wikidata.org/entity/Q1261884,Makua people,the largest ethnic group of Mozambique,1,Makhuwa,http://www.wikidata.org/entity/Q41699641,Mahamudo Amurane
http://www.wikidata.org/entity/Q1262011,Tagalog people,ethnic group,1,,http://www.wikidata.org/entity/Q928,Philippines
http://www.wikidata.org/entity/Q1262708,Mazatec people,ethnic group,1,,http://www.wikidata.org/entity/Q30918233,Juan Gregorio Regino
http://www.wikidata.org/entity/Q1265850,Pedi people,ethnic group,1,,http://www.wikidata.org/entity/Q983163,Julius Malema
http://www.wikidata.org/entity/Q1266240,Yapese people,ethnic group,1,"Yapese, people of Yap",http://www.wikidata.org/entity/Q940599,Manuel Minginfel
http://www.wikidata.org/entity/Q1266626,Balinese people,ethnic group,1,,http://www.wikidata.org/entity/Q252,Indonesia
http://www.wikidata.org/entity/Q1267758,Red Karen,ethnic group,1,,http://www.wikidata.org/entity/Q6402971,Khun Bedu
http://www.wikidata.org/entity/Q1273591,Munduruku people,ethnic group,1,,http://www.wikidata.org/entity/Q10263976,Daniel Munduruku
http://www.wikidata.org/entity/Q1274487,Gurjar,"an ethnic group in India, Pakistan and Afghanistan",1,"Gujar, Gujjar, Gojar, Gurjara, Gūrjara, Gurjjara",http://www.wikidata.org/entity/Q889,Afghanistan
http://www.wikidata.org/entity/Q1275194,Ghegs,ethnic group,1,Gegs,http://www.wikidata.org/entity/Q12874604,Veligekas
http://www.wikidata.org/entity/Q1275920,Ixil people,ethnic group in Mexico,1,,http://www.wikidata.org/entity/Q3804991,Ixil Community
http://www.wikidata.org/entity/Q1276025,Kisii people,ethnic group,1,,http://www.wikidata.org/entity/Q114,Kenya
http://www.wikidata.org/entity/Q12785494,Bardings,,1,,http://www.wikidata.org/entity/Q2470173,Bard the Bowman
http://www.wikidata.org/entity/Q1279673,Susquehannock,ethnic group,1,,http://www.wikidata.org/entity/Q7534542,Skenandoa
http://www.wikidata.org/entity/Q1281236,Guyanese people,ethnic group,1,,http://www.wikidata.org/entity/Q28859673,Erika DeFreitas
http://www.wikidata.org/entity/Q1283203,Guaymí people,ethnic group,1,Guaymi people,http://www.wikidata.org/entity/Q9275441,Greater Chiriquí
http://www.wikidata.org/entity/Q1285250,kaffir,an ethnic slur used to refer to a black person,1,"cafri, kaffer",http://www.wikidata.org/entity/Q23906252,Caf' Francisco
http://www.wikidata.org/entity/Q1287326,Edo people,ethnic group,1,Bini,http://www.wikidata.org/entity/Q7926410,Victor Uwaifo
http://www.wikidata.org/entity/Q1287427,Dogra,Indo-Aryan ethnic group in South Asia,1,,http://www.wikidata.org/entity/Q6899937,Monica Dogra
http://www.wikidata.org/entity/Q1289780,Jew,Wikimedia disambiguation page,1,,http://www.wikidata.org/entity/Q7281720,Radu Klapper
http://www.wikidata.org/entity/Q1290668,Ni-Vanuatu,ethnic group,1,,http://www.wikidata.org/entity/Q33788,New Caledonia
http://www.wikidata.org/entity/Q1290818,Thervingi,Gothic tribe,1,Terwingen,http://www.wikidata.org/entity/Q11165636,Rothesteus
http://www.wikidata.org/entity/Q1294018,Adi people,geographical object,1,,http://www.wikidata.org/entity/Q6745422,Mamang Dai
http://www.wikidata.org/entity/Q1296766,Jivaroan people,ethnic group of Ecuador and Peru de Bolivia y patos del sur,1,Shuar,http://www.wikidata.org/entity/Q44193792,Diana Atamaint
http://www.wikidata.org/entity/Q12973097,Bani Aslam,tribe of the Khazraj tribal confederation,1,,http://www.wikidata.org/entity/Q4119690,Rufaida Al-Aslamia
http://www.wikidata.org/entity/Q13048507,Bavarians,people of Bavaria,1,,http://www.wikidata.org/entity/Q76451,Ruth Drexel
http://www.wikidata.org/entity/Q13183983,Bahun,Nepali Brahmins of Khas-Aryan descent,1,"Brahman-Hill, Khas Brahmin, Nepali Brahmin, Parvate Brahmin",http://www.wikidata.org/entity/Q837,Nepal
http://www.wikidata.org/entity/Q13219195,Banu Salmah,tribe of Medina,1,,http://www.wikidata.org/entity/Q6930662,Muaaz ibn Amr
http://www.wikidata.org/entity/Q13219245,Asiam,Tribe at the time of Muhammad,1,,http://www.wikidata.org/entity/Q7278709,Rabiah ibn Kab
http://www.wikidata.org/entity/Q1326399,Niazi,Wikipedia disambiguation page,1,,http://www.wikidata.org/entity/Q155164,Imran Khan
http://www.wikidata.org/entity/Q1341218,Gurung people,,1,Tamu,http://www.wikidata.org/entity/Q837,Nepal
http://www.wikidata.org/entity/Q13437115,Ohkay Owingeh,New Mexico Place listed on National Register of Historic Places,1,"Ohkay Owingeh, New Mexico, San Juan Pueblo",http://www.wikidata.org/entity/Q23071178,Geronima Cruz Montoya
http://www.wikidata.org/entity/Q1349118,Sel'knam people,indigenous people of Tierra del Fuego,1,"Ona, Onawo, Selknam",http://www.wikidata.org/entity/Q6173645,Ángela Loij
http://www.wikidata.org/entity/Q1359718,Hupa,Native American people in California,1,Hoopa,http://www.wikidata.org/entity/Q7921088,Verdena Parker
http://www.wikidata.org/entity/Q1363781,Indigenous peoples in Brazil,ethnic group,1,,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q13648403,Meriam people,,1,,http://www.wikidata.org/entity/Q26211182,Eleanor Harding
http://www.wikidata.org/entity/Q1389123,Koyukon people,ethnic group,1,,http://www.wikidata.org/entity/Q37891029,Mary Jane Fate
http://www.wikidata.org/entity/Q1401272,Greek Macedonians,ethnic group,1,,http://www.wikidata.org/entity/Q2986145,Peter Ichko
http://www.wikidata.org/entity/Q1408764,Circassia,,1,,http://www.wikidata.org/entity/Q15699155,Doamna Ecaterina Cercheza
http://www.wikidata.org/entity/Q1412407,Somba people,ethnic group,1,,http://www.wikidata.org/entity/Q888400,Maurice Kouandété
http://www.wikidata.org/entity/Q14195949,Moravian nationality,nationality of Moravian ethnic group in the Czech Republic,1,,http://www.wikidata.org/entity/Q10857522,Zdeněk Galuška
http://www.wikidata.org/entity/Q1421205,Lithuanian Jews,,1,,http://www.wikidata.org/entity/Q93284,Marc Chagall
http://www.wikidata.org/entity/Q1431089,Croats of Bosnia and Herzegovina,ethnic group,1,Bosnian Croats,http://www.wikidata.org/entity/Q11007312,Oliver Frljić
http://www.wikidata.org/entity/Q1432323,Ibanag people,ethnic group of people in the Philippines,1,,http://www.wikidata.org/entity/Q7781054,Thelma Buchholdt
http://www.wikidata.org/entity/Q1434198,Yana people,ethnic group,1,,http://www.wikidata.org/entity/Q982102,Ishi
http://www.wikidata.org/entity/Q1440169,Meskwaki,people,1,,http://www.wikidata.org/entity/Q7203391,Playing Fox
http://www.wikidata.org/entity/Q1452492,French Trotter,horse breed,1,,http://www.wikidata.org/entity/Q3442010,Roquépine
http://www.wikidata.org/entity/Q1456870,Thompson River Salish people,ethnic group,1,,http://www.wikidata.org/entity/Q50379458,Terese Marie Mailhot
http://www.wikidata.org/entity/Q1464982,Ethnic groups in Europe,,1,,http://www.wikidata.org/entity/Q7186676,Phoebe Judson
http://www.wikidata.org/entity/Q1469635,Turks of Western Thrace,,1,,http://www.wikidata.org/entity/Q21500758,Ilchan Achmet
http://www.wikidata.org/entity/Q1471210,Tlaxcaltec,ethnic group,1,"Tlaxcalt, Tlaxcalteca",http://www.wikidata.org/entity/Q28504006,Diego Lázaro
http://www.wikidata.org/entity/Q1473943,Shapsugs,ethnic group,1,,http://www.wikidata.org/entity/Q7809224,Tirimüjgan Sultan
http://www.wikidata.org/entity/Q1474169,Indigenous peoples in Argentina,indigenous peoples,1,,http://www.wikidata.org/entity/Q414,Argentina
http://www.wikidata.org/entity/Q147540,Székelys,ethnic group,1,Szekelys,http://www.wikidata.org/entity/Q900852,Vasile Luca
http://www.wikidata.org/entity/Q1478209,Ogoni people,ethnic group,1,"Ogoni, Ogonis",http://www.wikidata.org/entity/Q316292,Ken Saro-Wiwa
http://www.wikidata.org/entity/Q1481173,San Ildefonso Pueblo,"census-designated place in Santa Fe County, New Mexico, United States, and a federally recognized tribe",1,,http://www.wikidata.org/entity/Q21012585,Richard Martinez
http://www.wikidata.org/entity/Q149247,Milceni,ethnic group,1,,http://www.wikidata.org/entity/Q1233501,Dobromir
http://www.wikidata.org/entity/Q1492906,Wurundjeri,ethnic group,1,,http://www.wikidata.org/entity/Q2287928,Simon Wonga
http://www.wikidata.org/entity/Q150412,Burgundians,historical ethnical group,1,,http://www.wikidata.org/entity/Q188350,Lex Burgundionum
http://www.wikidata.org/entity/Q15107669,Extraterrestrial intelligence,intelligent extraterrestrial life,1,,http://www.wikidata.org/entity/Q28335825,Stardust
http://www.wikidata.org/entity/Q15130691,Galician Germans,ethnic German population living in the Kingdom of Galicia and Lodomeria,1,,http://www.wikidata.org/entity/Q13499737,Brigitta Helbig-Mischewski
http://www.wikidata.org/entity/Q15140604,Nubian people,"ethnic group originally from northern Sudan, and southern Egypt",1,Nubians,http://www.wikidata.org/entity/Q45917,Mohamed Hussein Tantawi
http://www.wikidata.org/entity/Q1515909,Shabak people,ethnic group,1,,http://www.wikidata.org/entity/Q796,Iraq
http://www.wikidata.org/entity/Q1516782,Indians in Mozambique,aspect of history,1,,http://www.wikidata.org/entity/Q1029,Mozambique
http://www.wikidata.org/entity/Q1517496,Iowa people,ethnic group,1,,http://www.wikidata.org/entity/Q43683576,Moanahonga
http://www.wikidata.org/entity/Q15215155,Nisei,,1,,http://www.wikidata.org/entity/Q7850359,Tsuyako Kitashima
http://www.wikidata.org/entity/Q1523166,Plains Apache,ethnic group,1,"Kiowa Apache, Na i sha Tindé, Naʼisha",http://www.wikidata.org/entity/Q5101590,Chipeta
http://www.wikidata.org/entity/Q1533409,Goan Catholics,ethnic group,1,,http://www.wikidata.org/entity/Q5409784,Eunice de Souza
http://www.wikidata.org/entity/Q1534429,Q'eqchi' people,ethnic group,1,,http://www.wikidata.org/entity/Q27972875,Cristina Coc
http://www.wikidata.org/entity/Q153557,Kakwa people,"ethnic group found in Uganda, South Sudan and Democratic Rep of the Congo",1,,http://www.wikidata.org/entity/Q6129213,James Baba
http://www.wikidata.org/entity/Q1541828,Riffian people,an ethnic group (Berber) with north Morocco heritage,1,"Rif, Irifiyen, Riff, Rifia, Ruafa",http://www.wikidata.org/entity/Q30064664,Nasser Zefzafi
http://www.wikidata.org/entity/Q154224,muggle,humans without magical abilities in the Harry Potter universe,1,No-Maj,http://www.wikidata.org/entity/Q6623509,Dursley family
http://www.wikidata.org/entity/Q1555069,Cherkess,ethnic group,1,Adyghe people,http://www.wikidata.org/entity/Q502041,Andrei Bitov
http://www.wikidata.org/entity/Q1555188,Gurindji people,,1,Gurindji,http://www.wikidata.org/entity/Q26709567,Chansey Paech
http://www.wikidata.org/entity/Q1560742,Sasak people,ethnic group,1,,http://www.wikidata.org/entity/Q252,Indonesia
http://www.wikidata.org/entity/Q156108,Obotrites,ethnic group,1,Obodrites,http://www.wikidata.org/entity/Q7886058,Mstivoj
http://www.wikidata.org/entity/Q1563891,Afro-Arab,ethnic group,1,,http://www.wikidata.org/entity/Q3128141,Hassan Hakmoun
http://www.wikidata.org/entity/Q156740,Bajuwari,Germanic people,1,"Baioarii, Bajuwaren, Bavarii",http://www.wikidata.org/entity/Q77087,Klaus Mann
http://www.wikidata.org/entity/Q1570282,Q1570282,,1,,http://www.wikidata.org/entity/Q3502829,Q3502829
http://www.wikidata.org/entity/Q1570674,Halchidhoma,tribe,1,,http://www.wikidata.org/entity/Q26270261,Ida Redbird
http://www.wikidata.org/entity/Q1572622,Waorani people,ethnic group,1,,http://www.wikidata.org/entity/Q32640912,Alicia Cawiya
http://www.wikidata.org/entity/Q157676,Boii,Celtic tribe,1,,http://www.wikidata.org/entity/Q28839690,Mogetissa
